"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"id"
1000715|"Anne Sarto"|"Danske Arkitektvirksomheder (Kompetenceudvalget)"|""|"Anne Sarto, formand, mtre"|150
1001044|"Anne Scherfig Kruse"|"Dansk Vand- og Spildevandsforening (DANVA) (Grundvandskomité)"|""|"Anne Scherfig Kruse, Københavns Energi"|151
1000100|"Anne Windfeldt Trolle"|"Arbejdsgiverforeningen for Transport og Logistik (ATL) (Bestyrelse)"|"Sekretær"|"Anne Windfeldt Trolle Branchedirektør (Sekretær) DI"|152
1000802|"Annelise Warrer"|"Børsmæglerforeningen (Complianceudvalget)"|""|"Annelise Warrer, Head of Compliance Nykredit Bank"|153
1000866|"Annemette Arndal-Lauritzen"|"Brancheforeningen for Sundhed og Forebyggelse (BSF) (bestyrelse)"|""|"Annemette Arndal-Lauritzen, Adm. direktør PreviaSundhed"|154
1001000|"Annemette Lauritsen"|"DANSK IT (It-sikkerhed)"|""|"Annemette Lauritsen, it-sikkerhedsspecialist, DONG Energy"|155
1000824|"Annette Andersen"|"Byggesocietetet (Netværksgruppe1 i København)"|""|"Annette Andersen, Alectia A/S"|156
1000795|"Annette Bøgh"|"Danske Bedemænd Sekretariatet (bestyrelse)"|""|"Annette Bøgh,"|157
1000119|"Annette Estø"|"DI (Udvalg for design)"|""|"Annette Estø CEO/Designer Fleye ApS"|158
1000926|"Annette Falberg"|"Foreningen for Distance- og Internethandel - FDIH (bestyrelse)"|"Adm. Direktør"|"Annette Falberg, Adm. Direktør"|159
1000795|"Annette Højsbo"|"Danske Bedemænd Sekretariatet (bestyrelse)"|"Sekretariatsleder"|"Annette Højsbo, Sekretariatsleder"|160
1000996|"Annette Ibsen"|"DANSK IT (bestyrelse)"|"Næstformand"|"Annette Ibsen, Global Alliance Manager Tieto, Næstformænd"|161
1000781|"Annette Olesen"|"Den Danske Aktuarforening (bestyrelse)"|""|"Annette Olesen, Kasserer"|162
1000747|"Annette Sigurdsson"|"Dansk Renseri Forening (Marketingsudvalg)"|""|"Annette Sigurdsson, Udvalgsmedlem"|163
1000840|"Annette Toft"|"Landbrug & Fødevarer (ledelse)"|""|"Annette Toft, Direktør for Forskning & Fødevarer"|164
1000101|"Annie Sørensen"|"Kristelig Arbejdsgiverforening (Hovedbestyrelse)"|""|"Annie's Hjemmeservice"|165
1000784|"Anton Leed"|"De Samvirkende Købmænd DSK (bestyrelse)"|""|"Anton Leed, Købmand LetKøb"|166
1001023|"Anton Therkildsen"|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|""|"Anton Therkildsen, Hewlett-Packard ApS  anton.therkildsen@hp.com"|167
1000703|"Arent B. Josefsen"|"Hedeselskabet (repræsentantskabet)"|""|"Arent B. Josefsen, Valgt af repræsentantskabet 	"|168
1001019|"Arly Carlquist"|"IT-Brancheforeningen (Rettighedsudvalget)"|""|"Arly Carlquist, Advokatfirmaet Bech-Bruun  ac@bechbruun.com"|169
1000963|"Arne Bo Larsen"|"Dansk Energi (bestyrelse)"|""|"Arne Bo Larsen, EnergiMidt Net A/S, medlem"|170
1000140|"Arne Buhl Petersen"|"DI (Udvalg for Transport og infrastruktur)"|""|"Arne Buhl Petersen Transportation & Mobility Director Grontmij A/S"|171
1000755|"Arne Buhl Petersen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Infrastrukturudvalget)"|""|"Arne Buhl Petersen, Grontmij"|171
1000977|"Arne Bækgaard"|"Dansk Akvakultur (Skaldyr)"|""|"Arne Bækgaard ,"|172
1000793|"Arne Dahl"|"Tegnerne - Tegnerforbundet af 1919 (bestyrelse)"|""|"Arne Dahl, Kasserer"|173
1000799|"Arne Due-Hansen"|"Børsmæglerforeningen (Investment Banking udvalget )"|""|"Arne Due-Hansen, Direktør S E B"|174
1000703|"Arne Frandsen"|"Hedeselskabet (repræsentantskabet)"|""|"Arne Frandsen, Valgt af repræsentantskabet 	"|175
1000823|"Arne Harboe"|"Byggesocietetet (landsbetyrelsen)"|""|"Arne Harboe, Erhvervskonsulent HTH Køkkenforum Hjørring, Medlem af Landsbestyrelsen, Formand for Byggesocietetet Vendsyssel"|176
1001017|"Arne Helbrønd"|"IT-Brancheforeningen (Miljøudvalget)"|""|"Arne Helbrønd, Brother Nordic A/S  ah@brother.dk"|177
1000837|"Arne Henriksen"|"Byggesocietetet (Sundhedsudvalget )"|""|"Arne Henriksen, Danske Patienter"|178
1000159|"Arne Jakobsen"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Adm. direktør Arne Jakobsen Vestfyns Bank"|179
1000706|"Arne Kragelund"|"Dansk Vejforening (bestyrelse)"|""|"Arne Kragelund, Etableringschef OK a.m.b.a."|180
1000817|"Arne Madsen"|"Dansk Ejendomsmæglerforening (formandsråd)"|""|"Arne Madsen, Bestyrelsesmedlem"|181
1000819|"Arne Madsen"|"Dansk Ejendomsmæglerforening (uddannelsesråd)"|""|"Arne Madsen, bestyrelsesmedlem"|181
1000821|"Arne Madsen"|"Dansk Ejendomsmæglerforening (bestyrelse)"|""|"Arne Madsen, Statsaut. ejendomsmægler, valuar, EDC Arne Madsen A/S, Bestyrelsesmedlem"|181
1000964|"Arne Melgaard"|"Dansk Energi – Gas (bestyrelse)"|""|"Arne Melgaard, Energi Nord A/S, medlem"|182
1000967|"Arne Melgaard"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Arne Melgaard, Energi Nord A/S, medlem"|182
1000695|"Arne Nielsen"|"Foreningen af Danske Stammeejere af Mark- og Havefrø – DLF-TRIFOLIUM A/S(bestyrelse)"|""|"Arne Nielsen,"|183
1001080|"Arne R. Steinmark"|"Danske Specialmedier (bestyrelse)"|""|"Arne R. Steinmark, Mediehuset Ingeniøren A/S"|184
1000728|"Arne Skovbo"|"Dansk Aktionærforening (repræsentantskab)"|""|"Arne Skovbo, Advokat"|185
1000700|"Arne T. Henriksen"|"Danmarks Biavlerforening (bestyrelse)"|""|"Arne T. Henriksen, Medlem af fagligt udvalg og medieudvalget"|186
1000935|"Arne Wind Andersen"|"Jobrådgivernes Brancheforening (høringsudvalget)"|""|"Arne Wind Andersen, TUCJOB"|187
1000936|"Arne Wind Andersen"|"Jobrådgivernes Brancheforening (dokumentationsudvalget)"|""|"Arne Wind Andersen, TUCJOB"|187
1000121|"Asbjørn Børsting"|"DI (Hovedbestyrelse)"|""|"Asbjørn Børsting Adm. direktør DLG"|188
1000127|"Asbjørn Børsting"|"DI (Udvalg for Forskning og Uddannelse)"|""|"Asbjørn Børsting Adm. direktør DLG"|188
1000695|"Asbjørn Børsting"|"Foreningen af Danske Stammeejere af Mark- og Havefrø – DLF-TRIFOLIUM A/S(bestyrelse)"|""|"Asbjørn Børsting,"|188
1000843|"Asbjørn Børsting"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Asbjørn Børsting,, DLG"|188
1001060|"Asbjørn Jensen"|"Danmarks Automobilforhandler Forening (bestyrelse)"|""|"Asbjørn Jensen, Direktør Bjørn Canings Eftf. A/S"|189
1000768|"Asbjørn Trolle"|"Den Danske Finansanalytikerforening (DDF) (Asset Allocation udvalget)"|""|"Asbjørn Trolle, Nordea Investment Management"|190
1000991|"Asger Christiansen"|"Hanstholm Fiskeriforening (bestyrelse)"|""|"Asger Christiansen,"|191
1000873|"Asger Domino"|"Danmarks Rejsebureau Forening (bestyrelse)"|""|"Asger Domino, repræsentant, Leisure"|192
1000127|"Asger Kej"|"DI (Udvalg for Forskning og Uddannelse)"|""|"Asger Kej Koncernchef DHI"|193
1000979|"Asger Kej"|"GTS - Godkendt Teknologisk Service (Bestyrelse)"|""|"Asger Kej, adm. dir., DHI"|193
1000841|"Asger Krogsgaard"|"Landbrug & Fødevarer (formandskab)"|""|"Asger Krogsgaard,"|194
1000842|"Asger Krogsgaard"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Asger Krogsgaard,"|194
1000843|"Asger Krogsgaard"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|"Formand"|"Asger Krogsgaard, Formand, Svineslagteribranchen"|194
1000929|"Asger Krogsgaard"|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|""|"Asger Krogsgaard, Grd. Danish Crown, (Landbrug & Fødevarer)"|194
1000871|"Asger S. Larsen"|"Danmarks Fotohandler Forening (bestyrelse)"|""|"Asger S. Larsen, Foto Matic ApS"|195
1000786|"Astrid Simonsen Joos"|"Danske Reklame- og Relationsbureauers Brancheforening (DRRB) (bestyrelse)"|""|"Astrid Simonsen Joos, Adm. direktør Creuna"|196
1001068|"Audusseau Vincent"|"Dansk-Fransk Handelsunion (bestyrelse)"|""|"Audusseau Vincent, Country Manager for Denmark & Iceland at Air France KLM"|197
1001076|"Axel Bonde"|"KMC (Management)"|""|"Axel Bonde, Lawyer"|198
1001056|"Axel Castenschiold"|"Patriotisk Selskab (Økonomiudvalg)"|""|"Axel Castenschiold, Godsejer Pandebjerg Gods"|199
1000755|"Axel E. Christensen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Infrastrukturudvalget)"|""|"Axel E. Christensen, Rambøll Danmark"|200
1000795|"Axel Jørgensen"|"Danske Bedemænd Sekretariatet (bestyrelse)"|"business manager"|"Axel Jørgensen, Business Manager"|201
1001063|"Axel Stemark"|"InvesteringsForeningsRådet (Skatteudvalget )"|""|"Axel Stemark, Nykredit Portefølje Administration"|202
1000728|"Axel Steuch"|"Dansk Aktionærforening (repræsentantskab)"|""|"Axel Steuch, Dir., cand. polit."|203
1000736|"Axel Steuch"|"Dansk Aktionærforening (Uddannelsesudvalg)"|""|"Axel Steuch,"|203
1000953|"Bastian Rankløve"|"Foreningen Industriel Retsbeskyttelse (bestyrelse)"|""|"Bastian Rankløve, Valgt af Dansk Industri"|204
1001055|"Bendt Wedell"|"Patriotisk Selskab (bestyrelse)"|""|"Bendt Wedell, Lensgreve Wedellsborg og Frijsenborg Godser"|205
1000724|"Benedikte Kofoed"|"Bygherreforeningen (Rammebetingelser)"|""|"Benedikte Kofoed, Forsvarets Bygnings- & Etablissementstjeneste"|206
1000721|"Benjamin B. Andersen"|"Bygherreforeningen (Digitalisering)"|""|"Benjamin B. Andersen, Dan-Ejendomme a/s"|207
1001050|"Benny Andersen"|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|""|"Benny Andersen, SL (www.sl.dk)"|208
1001051|"Benny Andersen"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Benny Andersen, SL (www.sl.dk)"|208
1000894|"Benny Brandt"|"Dansk Håndbold Forbund (Børne- og ungeudvalget)"|"Formand"|"Benny Brandt , Axelborg 4A, 3. tv., 8700 Horsens"|209
1000896|"Benny Brandt"|"Dansk Håndbold Forbund (DIF udvalget)"|""|"Benny Brandt , Axelborg 4A, 3. tv., 8700 Horsens"|209
1000700|"Benny Gade"|"Danmarks Biavlerforening (bestyrelse)"|""|"Benny Gade, Formand for medieudvalget"|210
1000694|"Benny Kirkebække Christensen"|"Foreningen af Danske Stammeejere af Mark- og Havefrø – DLF AmbA (bestyrelse)"|""|"Benny Kirkebække Christensen, (formand)"|211
1000695|"Benny Kirkebække Christensen"|"Foreningen af Danske Stammeejere af Mark- og Havefrø – DLF-TRIFOLIUM A/S(bestyrelse)"|""|"Benny Kirkebække Christensen, (formand)"|211
1000843|"Benny Kirkebække Christensen"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Benny Kirkebække Christensen,, DLF"|211
1000721|"Benny Mulbjerg"|"Bygherreforeningen (Digitalisering)"|""|"Benny Mulbjerg, Københavns Universitet"|212
1000112|"Benny Nielsen"|"Tekniq - Installatørernes Organisation (Bestyrelse)"|""|"Medlem, Elinstallatør Benny Nielsen BK El-Service ApS"|100213
1000892|"Benny Nielsen"|"Dansk Håndbold Forbund (Uddannelsesudvalg, elite)"|""|"Benny Nielsen, Lykkesholms Allé 14, 8260 Viby J"|200213
1000703|"Benny Ravn Bonde"|"Hedeselskabet (repræsentantskabet)"|""|"Benny Ravn Bonde, Region Syddanmark"|214
1000782|"Benny Svenningsen"|"Maskinleverandørerne - Vej, Park & Anlæg (Bestyrelsen for Entreprenørsektionen)"|""|"Benny Svenningsen, Salgsdirektør Svenningsens"|215
1000965|"Bent Agerholm"|"Dansk Energi – Net (bestyrelse)"|""|"Bent Agerholm, Energi Fyn Holding A/S , medlem"|216
1000112|"Bent Andersen"|"Tekniq - Installatørernes Organisation (Bestyrelse)"|""|"Medlem, Adm. direktør Bent Andersen Bravida Danmark A/S"|100217
1000762|"Bent Andersen"|"Realkreditrådet (bestyrelse)"|""|"Bent Andersen, Adm. direktør DLR Kredit A/S"|200217
1000969|"Bent Andersen"|"VP Securities A/S (bestyrelse)"|""|"Bent Andersen, Adm. direktør"|200217
1000808|"Bent Anker Christiansen"|"Forsikringsmæglerforeningen i Danmark (bestyrelse)"|""|"Bent Anker Christiansen,"|218
1001060|"Bent Bekker"|"Danmarks Automobilforhandler Forening (bestyrelse)"|""|"Bent Bekker, (suppleant), Direktør Bent Bekker Automobiler A/S"|219
1000956|"Bent Benemann Bischoff"|"Dansk ErhvervsFremme (bestyrelse)"|""|"Bent Benemann Bischoff, Formand for Region Hovedstaden, Chef erhverv.net"|220
1000761|"Bent Borch Snitgaard"|"Dansk Kørelærer-Union (Hovedbestyrelse)"|""|"Bent Borch Snitgaard,"|221
1000878|"Bent Corneliussen"|"Dansk Detail (bestyrelse)"|""|"Bent Corneliussen, Corneliussen Manufaktur, Vodskov"|222
1000794|"Bent Erik Gasberg Eriksen"|"Esbjerg Fiskeriforening (bestyrelse)"|""|"Bent Erik Gasberg Eriksen,"|223
1000753|"Bent Feddersen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggeriudvalget)"|""|"Bent Feddersen, Rambøll Danmark"|224
1000754|"Bent Feddersen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggefaglig taskforce)"|""|"Bent Feddersen, Rambøll Danmark"|224
1000787|"Bent Frigaard Rasmussen"|"Danmarks Kartoffel Råd"|""|"Bent Frigaard Rasmussen, Otterup, Gårdejer"|225
1000761|"Bent Grue"|"Dansk Kørelærer-Union (Hovedbestyrelse)"|""|"Bent Grue,"|226
1000722|"Bent Jacobsen Randbøll"|"Bygherreforeningen (Energi og Miljø)"|""|"Bent Jacobsen Randbøll, Albertslund Kommune"|227
1000804|"Bent Jensen"|"Det Danske Fjerkræraad (bestyrelse)"|""|"Bent Jensen,"|100228
1000846|"Bent Jensen"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|"Næstformand"|"Bent Jensen, Næstformand"|100228
1000871|"Bent Jensen"|"Danmarks Fotohandler Forening (bestyrelse)"|"Formand"|"Bent Jensen, PhotoCare Glostrup, Formand"|200228
1000806|"Bent Jepsen"|"Danske Æg (bestyrelse)"|""|"Bent Jepsen, Danæg amba: Gårdejer"|229
1000159|"Bent Jespersen"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Underdirektør Bent Jespersen Danske Bank"|230
1000988|"Bent Juhl Jensen"|"Dansk Gartneri (bestyrelse)"|""|"Bent Juhl Jensen, Bestyrelsesmedlem"|231
1001051|"Bent Madsen"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Bent Madsen, Boligselskabernes Landsforening (www.bl.dk)"|232
1001053|"Bent Mikkelsen"|"De Danske Bilimportører (bestyrelse)"|"Adm. Direktør"|"Bent Mikkelsen, Adm. direktør"|233
1000847|"Bent O. Jensen"|"Landbrug & Fødevarer (Frøsektionen – bestyrelse)"|""|"Bent O. Jensen,"|234
1000829|"Bent Pedersen"|"Byggesocietetet (Netværksgruppe7 i Århus)"|""|"Bent Pedersen, Århus Kommune"|235
1000702|"Bent Simonsen"|"Hedeselskabet (bestyrelse)"|"Koncerndirektør"|"Bent Simonsen, Koncerndirektør, CFO"|236
1001078|"Bent Soelberg"|"Foreningen af Vandværker i Danmark (FVD) (landsbestyrelse)"|"Direktør"|"Bent Soelberg, Direktør, Cand. Jur. FVD"|237
1001079|"Bent Soelberg"|"Foreningen af Vandværker i Danmark (FVD) (ledelse)"|""|"Bent Soelberg, Direktør, Cand. Jur. FVD"|237
1000725|"Bent Tildestrup"|"Bygherreforeningen (Udbud og Konkurrence)"|""|"Bent Tildestrup, Københavns Ejendomme"|238
1001030|"Bent Weidiger"|"Danske Speditører (Fagudvalg Kontinent)"|""|"Bent Weidiger, Blue Water Shipping A/S"|239
1000865|"Bent Wulff Jakobsen"|"Brancheforeningen for Privathospitaler og Klinikker (bestyrelse)"|""|"Bent Wulff Jakobsen, Lægefaglig direktør, Aleris-Hamlet Privathospitaler, Formand:"|240
1000851|"Bente Dahl Andersen"|"Landbrug & Fødevarer (Havebrugsudvalget)"|"Næstformand"|"Bente Dahl Andersen, Næstformand"|241
1000852|"Bente Dahl Andersen"|"Landbrug & Fødevarer (Familieudvalget)"|""|"Bente Dahl Andersen, Områderepræsentanter NORD"|241
1000707|"Bente Damgaard"|"Danske Arkitektvirksomheder (bestyrelse)"|""|"Bente Damgaard, schmidt hammer lassen architects"|242
1000717|"Bente Damgaard"|"Danske Arkitektvirksomheder (Overenskomstsudvalget)"|""|"Bente Damgaard, schmidt/hammer/lassen/architects/"|242
1000722|"Bente Damsgaard Sejersen"|"Bygherreforeningen (Energi og Miljø)"|"Udvalgsformand"|"Bente Damsgaard Sejersen, (Udvalgsformand), Århus Kommune"|243
1000931|"Bente Falk Jonasson"|"International Chamber of Commerce Denmark (ICC-Denmark) (Trade finance forum)"|""|"Bente Falk Jonasson, Jyske Bank A/S"|244
1000700|"Bente Gaarde Christensen"|"Danmarks Biavlerforening (bestyrelse)"|""|"Bente Gaarde Christensen, Bestyrelsesmedlem"|245
1000690|"Bente Harder"|"Danske Dagblades Forening (Annonceudvalget)"|""|"Bente Harder, Salgs- og marketingchef, medlem"|246
1001002|"Bente Holm Skov"|"DANSK IT (HR)"|"Formand"|"Bente Holm Skov, Director Enterprise Learning & Talent Development Solutions, CSC (formand)"|247
1001083|"Bente Holmstrøm"|"Danske Specialmedier (Aktivitetsudvalg – Idé-Gruppen)"|""|"Bente Holmstrøm, Danske Specialmedier"|248
1000692|"Bente Johannessen"|"Danske Dagblades Forening (Redaktionelt Udvalg)"|""|"Bente Johannessen, Chefredaktør, medlem"|249
1000875|"Bente Møller"|"Danmarks Skohandlerforening (bestyrelse)"|""|"Bente Møller, JA Sko"|250
1000879|"Bente Nordbjerg Nielsen"|"Dansk Diagnostika- og Laboratorieforening - DADIF (Bestyrelse)"|""|"Bente Nordbjerg Nielsen, Adm. direktør Dandiag A/S"|251
1000158|"Bente Overgaard"|"Finanssektorens Arbejdsgiverforening (Bestyrelse)"|""|"Koncerndirektør Bente Overgaard Nykredit Realkredit A/S"|252
1000159|"Bente Overgaard"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Koncerndirektør Bente Overgaard Nykredit Realkredit A/S"|252
1000793|"Bente Zeij"|"Tegnerne - Tegnerforbundet af 1919 (bestyrelse)"|"Formand"|"Bente Zeij, Formand"|253
1000142|"Berit Vinther"|"DI (DI's Direktion)"|""|"Berit Vinther Direktør"|254
1000803|"Bernd Johan Collet"|"Dansk Juletræsdyrkerforening (bestyrelse)"|""|"Bernd Johan Collet, Godsejer"|255
1000699|"Bernhard Nørby"|"Autobranchens Handels- & Industriforening i Danmark (AUTIG) (bestyrelse)"|""|"Bernhard Nørby, (formand),"|256
1001002|"Betina Astrup Clemmensen"|"DANSK IT (HR)"|""|"Betina Astrup Clemmensen, HR udviklingskonsulent, KMD"|257
1000834|"Bettina Lange Nilakantan"|"Byggesocietetet (Lejeudvalget )"|""|"Bettina Lange Nilakantan, C.W.Obel Ejendomme A/S"|258
1000914|"Bill Haudal Pedersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Private Equity Udvalg)"|""|"Bill Haudal Pedersen, partner Deloitte"|259
1000886|"Birger Dahl"|"Dansk Håndbold Forbund (bestyrelse)"|""|"Birger Dahl, Bestyrelsesmedlem"|260
1000832|"Birger Grubbe"|"Byggesocietetet (Bygherreudvalget )"|""|"Birger Grubbe, Topdanmark Ejendom A/S"|261
1000703|"Birger H. Schütte"|"Hedeselskabet (repræsentantskabet)"|""|"Birger H. Schütte , Region Midtjylland"|262
1000970|"Birger Schmidt"|"VP Securities A/S (Ledelse & Direktion)"|""|"Birger Schmidt, Chief Commercial Officer"|263
1000885|"Birgit Bech Jensen"|"Dansk Forening for Rosport (bestyrelsen)"|"Næstformand"|"Birgit Bech Jensen, Vejle Roklub. Valgt for 2 år., næstformand"|264
1001020|"Birgit Grøsfjeld"|"IT-Brancheforeningen (Udvalget for Sundheds IT)"|""|"Birgit Grøsfjeld, Siemens Healthcare  birgit.groesfjeld@siemens.com"|265
1000978|"Birgit Jensen"|"Hjemkundskabslærerforeningen (hovedstyrelse)"|""|"Birgit Jensen,"|266
1001015|"Birgit Pia Nøhr"|"IT-Brancheforeningen (ITB Regional Udvalget)"|""|"Birgit Pia Nøhr , bpn@ictnorcom.dk"|267
1000978|"Birgit Sonne"|"Hjemkundskabslærerforeningen (hovedstyrelse)"|""|"Birgit Sonne,"|268
1000751|"Birgit Øllgaard"|"Foreningen af Rådgivende Ingeniører, F.R.I (Bestyrelse)"|""|"Birgit Øllgaard, ØLLGAARD, Rådgivende Ingeniører A/S, Hellerup. Valgt i 2011, Medlem af FRI-YP"|269
1000760|"Birgit Øllgaard"|"Foreningen af Rådgivende Ingeniører, F.R.I (Young Professionals)"|""|"Birgit Øllgaard, Øllgaard Rådgivende Ingeniører (Bestyrelsesrepræsentant)"|269
1001011|"Birgitte Hass"|"IT-Brancheforeningen (forretningsudvalg)"|""|"Birgitte Hass, FDC  bih@fdc.dk"|270
1001012|"Birgitte Hass"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Birgitte Hass, FDC  bih@fdc.dk"|270
1000874|"Birgitte Israelsen"|"Danmarks Restauranter og Cafeer – DRC (bestyrelse)"|""|"Birgitte Israelsen, Sonnerupgaard"|271
1000721|"Birgitte Nissen"|"Bygherreforeningen (Digitalisering)"|""|"Birgitte Nissen, Bygningsstyrelsen"|272
1000947|"Birgitte Sørensen"|"Vikarbureauernes Brancheforening (VB) (bestyrelse)"|""|"Birgitte Sørensen, Temp-Team"|273
1000835|"Birgitte Wulff"|"Byggesocietetet (Miljøudvalget )"|""|"Birgitte Wulff, C.G. Jensen A/S"|274
1001061|"Birte Mortensen"|"Foreningen af Danske Landbrugskonsulenter (bestyrelse)"|"Sekretær"|"Birte Mortensen, Sekretær , Konsulentforeningens sekretariat, Videncentret for Landbrug l Udvikling"|275
1001076|"Birthe Curlee"|"KMC (Management)"|""|"Birthe Curlee, Executive Secretary"|276
1000923|"Birthe Hansen"|"De Grafiske Fags Leverandørforening af 1927 – DGFL (bestyrelse)"|"Formand"|"Birthe Hansen, Müller Martini A/S (formand)"|277
1001061|"Birthe Jensen"|"Foreningen af Danske Landbrugskonsulenter (bestyrelse)"|""|"Birthe Jensen, Interessegruppe for organisationsansatte husholdningskonsulenter"|278
1001083|"Bita Vandgaard"|"Danske Specialmedier (Aktivitetsudvalg – Idé-Gruppen)"|""|"Bita Vandgaard, Markedsføring"|279
1001018|"Bjarke Alling"|"IT-Brancheforeningen (Open Source Udvalget)"|""|"Bjarke Alling, Liga Distribution ApS  ba@liga.com"|280
1001023|"Bjarke Alling"|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|""|"Bjarke Alling, Liga Distribution ApS  ba@liga.com"|280
1000140|"Bjarke Roost"|"DI (Udvalg for Transport og infrastruktur)"|""|"Bjarke Roost Logistikdirektør Carlsberg Danmark A/S"|281
1000109|"Bjarne Andersen"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Laugsoldermand, adm. direktør Bjarne Andersen"|282
1000115|"Bjarne Andersen"|"SAMA - Sammenslutningen af mindre Arbejdsgiverforeninger (Bestyrelse)"|""|"Bjarne Andersen, Glarmesterlauget i Danmark , Oldermand"|282
1000791|"Bjarne Andersen"|"Glarmesterlauget i Danmark (bestyrelse)"|"Oldermand"|"Bjarne Andersen, København, Oldermand"|282
1000792|"Bjarne Andersen"|"Glarmesterlauget i Danmark (forretningsudvalg)"|"Oldermand"|"Bjarne Andersen, København, Oldermand"|282
